,Customer ID,Recency,Frequency,Monetary Value,Monetary Value_log,Frequency_log,Cluster
63,12425.0,78,1,777.2,6.6569835605504535,0.6931471805599453,0
64,12426.0,195,1,582.73,6.369438547154207,0.6931471805599453,1
65,12427.0,22,3,825.8,6.717562827807613,1.3862943611198906,0
66,12428.0,26,9,7956.46,8.981865132439246,2.302585092994046,2
67,12429.0,9,4,3750.4,8.22988438262624,1.6094379124341005,2
68,12430.0,43,1,256.4,5.5506312951620265,0.6931471805599453,0
69,12431.0,36,15,6487.45,8.777778952206313,2.772588722239781,2
70,12432.0,43,5,5059.32,8.529185001388596,1.791759469228055,2
71,12433.0,1,7,13375.87,9.50128237507538,2.079441541679836,2
72,12434.0,85,2,806.14,6.6934971352559,1.0986122886681096,0
73,12435.0,80,2,7829.89,8.965831447914955,1.0986122886681096,2
74,12436.0,100,1,509.01,6.234430333369278,0.6931471805599453,0
75,12437.0,2,18,4951.41,8.507629605767502,2.9444389791664403,2
76,12438.0,14,2,2906.85,7.975169255479829,1.0986122886681096,0
77,12441.0,367,1,173.55,5.162211233551045,0.6931471805599453,1
78,12442.0,3,1,172.06,5.153638355178593,0.6931471805599453,0
79,12444.0,21,5,5005.46,8.518484357502437,1.791759469228055,2
80,12445.0,22,1,133.4,4.900820428089049,0.6931471805599453,0
81,12446.0,58,1,1002.31,6.9110598129904375,0.6931471805599453,0
82,12447.0,243,1,476.49,6.168543217293113,0.6931471805599453,1
83,12448.0,44,1,449.45,6.110247083097449,0.6931471805599453,0
84,12449.0,22,4,4067.29,8.310978042729836,1.6094379124341005,2
85,12450.0,156,2,197.88,5.292701627762401,1.0986122886681096,1
86,12451.0,11,5,9035.52,9.109029423519525,1.791759469228055,2
87,12452.0,17,2,430.57,6.067429722163682,1.0986122886681096,0
88,12453.0,134,1,707.09,6.562571204258897,0.6931471805599453,0
89,12454.0,56,1,3528.34,8.168866163607964,0.6931471805599453,0
90,12455.0,73,6,2466.86,7.81110665732229,1.9459101490553128,2
91,12456.0,44,3,3181.04,8.065277779528966,1.3862943611198906,2
92,12457.0,66,7,2363.23,7.768207666517555,2.079441541679836,2
93,12458.0,71,2,947.4,6.854776354191251,1.0986122886681096,0
94,12461.0,94,2,826.88,6.718868216346018,1.0986122886681096,0
95,12462.0,19,2,1189.59,7.082204261557526,1.0986122886681096,0
96,12463.0,53,4,1344.78,7.204729049594601,1.6094379124341005,2
97,12464.0,10,8,1212.05,7.100893128209941,2.19722457733622,2
98,12465.0,17,2,742.1899999999999,6.610951732080795,1.0986122886681096,0
99,12468.0,188,2,729.5400000000001,6.593783986707386,1.0986122886681096,1
100,12471.0,2,30,19824.05,9.894701568567964,3.4339872044851463,2
101,12472.0,32,7,6572.11,8.790742363252102,2.079441541679836,2
102,12473.0,29,5,3938.55,8.278821782571185,1.791759469228055,2
103,12474.0,17,18,7375.79,8.906093863622669,2.9444389791664403,2
104,12475.0,54,1,723.38,6.585316116572351,0.6931471805599453,0
105,12476.0,16,11,6816.42,8.82723638014411,2.4849066497880004,2
106,12477.0,23,6,13219.74,9.489542087633344,1.9459101490553128,2
107,12478.0,4,1,680.99,6.525014994979364,0.6931471805599453,0
108,12479.0,11,1,527.2,6.269474999863032,0.6931471805599453,0
109,12480.0,28,4,3281.63,8.096400209353131,1.6094379124341005,2
110,12481.0,23,10,5596.32,8.630043190742814,2.3978952727983707,2
111,12483.0,17,8,2484.98,7.8184222269860015,2.19722457733622,2
112,12484.0,33,6,4541.72,8.421281230578023,1.9459101490553128,2
113,12488.0,10,3,1298.66,7.169857970780942,1.3862943611198906,0
114,12489.0,336,1,334.93,5.816902804925467,0.6931471805599453,1
115,12490.0,5,10,5417.93,8.597653657970227,2.3978952727983707,2
116,12491.0,39,1,460.4,6.134265345739653,0.6931471805599453,0
117,12492.0,63,2,263.21000000000004,5.5767442414854775,1.0986122886681096,0
118,12493.0,166,2,433.74,6.07474815124472,1.0986122886681096,1
119,12494.0,16,7,1246.1,7.128576134926702,2.079441541679836,2
120,12497.0,82,1,1043.1,6.950910549296065,0.6931471805599453,0
121,12498.0,21,3,403.7000000000001,6.00314605188182,1.3862943611198906,0
122,12500.0,23,11,4257.82,8.356747405587967,2.4849066497880004,2
123,12501.0,337,1,2169.39,7.682662153888476,0.6931471805599453,1
124,12502.0,96,5,3723.87,8.222787230875806,1.791759469228055,2
125,12504.0,18,2,482.05,6.180120167963518,1.0986122886681096,0
126,12506.0,233,1,73.5,4.310799125385514,0.6931471805599453,1
127,12507.0,134,3,1304.81,7.174578816863813,1.3862943611198906,0
128,12508.0,26,2,398.27,5.989637879766574,1.0986122886681096,0
129,12509.0,284,1,176.5,5.178970608915471,0.6931471805599453,1
130,12510.0,143,2,982.57,6.8911888096735625,1.0986122886681096,0
131,12512.0,66,2,138.03,4.934689737181452,1.0986122886681096,0
132,12513.0,113,1,612.29,6.418837907265026,0.6931471805599453,0
133,12514.0,267,1,1017.68,6.926262950537876,0.6931471805599453,1
134,12515.0,353,1,383.7,5.95246380975825,0.6931471805599453,1
135,12516.0,78,2,1312.06,7.180115570136106,1.0986122886681096,0
136,12517.0,28,5,2502.84,7.825580832414862,1.791759469228055,2
137,12518.0,1,5,2056.89,7.629436465014086,1.791759469228055,2
138,12519.0,64,1,340.84,5.83434279133577,0.6931471805599453,0
139,12520.0,79,5,2634.26,7.876737127834484,1.791759469228055,2
140,12521.0,143,1,599.68,6.39806234681208,0.6931471805599453,0
141,12522.0,39,2,192.72,5.266413817535028,1.0986122886681096,0
142,12523.0,19,11,1789.77,7.490400973937009,2.4849066497880004,2
143,12524.0,9,8,4485.72,8.408877201532766,2.19722457733622,2
144,12526.0,1,3,1316.66,7.183612715167257,1.3862943611198906,0
145,12527.0,82,3,348.71000000000004,5.857104239599851,1.3862943611198906,0
146,12528.0,9,6,1933.48,7.567593835498341,1.9459101490553128,2
147,12530.0,60,4,1662.28,7.416546835435133,1.6094379124341005,2
148,12531.0,15,1,125.22,4.838026416156094,0.6931471805599453,0
149,12532.0,30,1,349.83000000000004,5.860301775655642,0.6931471805599453,0
150,12534.0,131,1,1089.18,6.9940980992041535,0.6931471805599453,0
151,12535.0,92,2,716.35,6.575563866544399,1.0986122886681096,0
152,12536.0,43,3,12601.830000000002,9.441676670894656,1.3862943611198906,2
153,12538.0,29,1,363.95,5.899760357897641,0.6931471805599453,0
154,12539.0,22,4,5568.35,8.625033629522884,1.6094379124341005,2
155,12540.0,20,17,13400.24,9.503102518971122,2.8903717578961645,2
156,12541.0,30,3,981.18,6.889774590946187,1.3862943611198906,0
157,12544.0,36,1,372.7,5.923453336491439,0.6931471805599453,0
158,12545.0,75,2,1000.39,6.909144313826412,1.0986122886681096,0
159,12546.0,47,2,1161.5,7.058328137461511,1.0986122886681096,0
160,12547.0,198,2,207.8,5.341376856008484,1.0986122886681096,1
161,12548.0,166,1,95.2,4.566429357671661,0.6931471805599453,1
162,12550.0,79,1,964.83,6.872987835288763,0.6931471805599453,0
163,12551.0,358,1,168.0,5.1298987149230735,0.6931471805599453,1
164,12552.0,39,2,437.82,6.084089306213804,1.0986122886681096,0
165,12553.0,8,10,3692.28,8.214270231095687,2.3978952727983707,2
166,12556.0,50,2,603.71,6.404749004268278,1.0986122886681096,0
167,12557.0,16,5,11990.96,9.391991704219834,1.791759469228055,2
168,12558.0,8,1,269.96,5.601971208509516,0.6931471805599453,0
169,12559.0,311,2,561.71,6.33276439774036,1.0986122886681096,1
170,12560.0,5,3,2134.01,7.666226609492505,1.3862943611198906,2
171,12561.0,303,1,238.85,5.480013727948073,0.6931471805599453,1
172,12562.0,8,7,3781.74,8.23820389374878,2.079441541679836,2
173,12564.0,261,1,456.9,6.12665081966305,0.6931471805599453,1
174,12565.0,289,1,145.92,4.989888220951467,0.6931471805599453,1
175,12566.0,86,1,351.65,5.865476063654188,0.6931471805599453,0
176,12567.0,23,10,9401.28,9.148707492038316,2.3978952727983707,2
177,12569.0,2,32,4124.69,8.324988557507531,3.49650756146648,2
178,12571.0,40,2,519.61,6.255001200981438,1.0986122886681096,0
179,12572.0,9,2,1020.42,6.928949094989139,1.0986122886681096,0
180,12573.0,227,1,160.54000000000002,5.08475279001415,0.6931471805599453,1
181,12574.0,316,1,218.45,5.391124416134243,0.6931471805599453,1
182,12576.0,36,5,1315.83,7.182982612166326,1.791759469228055,2
183,12577.0,35,3,657.8,6.490419998303485,1.3862943611198906,0
184,12578.0,21,2,2794.51,7.935769837637909,1.0986122886681096,0
185,12579.0,78,1,440.42,6.0899968031722285,0.6931471805599453,0
186,12580.0,247,1,415.7,6.032366538428407,0.6931471805599453,1
187,12581.0,40,1,197.71,5.291846475417725,0.6931471805599453,0
188,12582.0,239,2,511.36,6.239027502962935,1.0986122886681096,1
189,12583.0,3,15,7281.38,8.89321301083995,2.772588722239781,2
190,12584.0,4,9,2338.15,7.757542894498013,2.302585092994046,2
191,12585.0,234,2,2040.1,7.621244157199997,1.0986122886681096,1
192,12586.0,17,1,196.94000000000003,5.2879639544685455,0.6931471805599453,0
193,12587.0,8,1,144.0,4.976733742420574,0.6931471805599453,0
194,12588.0,39,1,214.9,5.3748153375207615,0.6931471805599453,0
195,12589.0,29,2,646.68,6.473396747218992,1.0986122886681096,0
196,12590.0,211,2,9864.26,9.196774773912752,1.0986122886681096,2
197,12591.0,317,1,452.85,6.117766746972636,0.6931471805599453,1
198,12592.0,92,2,437.6,6.083587835983788,1.0986122886681096,0
199,12593.0,109,3,418.1,6.038109554931026,1.3862943611198906,0
200,12594.0,38,10,3338.2200000000003,8.113492525763553,2.3978952727983707,2
201,12596.0,51,2,618.27,6.428541364981557,1.0986122886681096,0
202,12597.0,19,4,3811.22,8.245966975595675,1.6094379124341005,2
203,12598.0,10,8,3023.08,8.01436219197595,2.19722457733622,2
204,12599.0,29,7,1032.58,6.940783782995926,2.079441541679836,2
205,12600.0,29,10,2599.04,7.863282108506616,2.3978952727983707,2
206,12601.0,190,5,577.0600000000001,6.359677669513258,1.791759469228055,1
207,12602.0,59,1,153.12,5.037731519757957,0.6931471805599453,0
208,12603.0,22,1,739.1999999999999,6.606920419952056,0.6931471805599453,0
209,12604.0,79,2,254.18,5.541969178493598,1.0986122886681096,0
210,12607.0,60,1,1579.51,7.3655028587473295,0.6931471805599453,0
211,12609.0,78,3,1126.85,7.0280684444921455,1.3862943611198906,0
212,12610.0,23,5,2099.54,7.6499497335130995,1.791759469228055,2
213,12611.0,52,1,1193.32,7.085332264745334,0.6931471805599453,0
214,12612.0,74,1,704.0400000000001,6.558254538791405,0.6931471805599453,0
215,12613.0,57,5,3344.38,8.115335568501695,1.791759469228055,2
216,12614.0,278,1,315.6,5.757639147446912,0.6931471805599453,1
217,12615.0,2,4,2291.19,7.73726297143202,1.6094379124341005,2
218,12616.0,95,2,713.3,6.571303042160927,1.0986122886681096,0
219,12617.0,29,1,355.53,5.876418387786464,0.6931471805599453,0
220,12618.0,22,1,177.31,5.183523608545955,0.6931471805599453,0
221,12619.0,16,9,3641.24,8.200354155974704,2.302585092994046,2
222,12620.0,15,3,1339.41,7.20073081629489,1.3862943611198906,0
223,12621.0,2,20,13689.67,9.524469857917657,3.044522437723423,2
224,12622.0,232,1,180.1,5.199049364889367,0.6931471805599453,1
225,12623.0,276,1,305.1,5.723911845951367,0.6931471805599453,1
226,12624.0,106,2,641.13,6.464790775403018,1.0986122886681096,0
227,12625.0,212,2,2683.82,7.895368965589599,1.0986122886681096,1
228,12626.0,23,9,6620.48,8.798074188898816,2.302585092994046,2
229,12627.0,11,7,4478.53,8.407273409191232,2.079441541679836,2
230,12628.0,4,3,786.46,6.668812575758953,1.3862943611198906,0
231,12630.0,10,2,1270.88,7.148251399827164,1.0986122886681096,0
232,12631.0,57,1,640.5,6.463809184055691,0.6931471805599453,0
233,12633.0,59,4,2163.98,7.680166402518632,1.6094379124341005,2
234,12635.0,90,2,1689.18,7.432590311121191,1.0986122886681096,0
235,12637.0,67,8,6021.9,8.70332414988414,2.19722457733622,2
236,12638.0,33,1,671.69,6.511284599453549,0.6931471805599453,0
237,12639.0,239,1,486.1,6.188469440812497,0.6931471805599453,1
238,12640.0,24,3,1174.58,7.06951692181073,1.3862943611198906,0
239,12641.0,115,1,185.9,5.230573714461517,0.6931471805599453,0
240,12642.0,25,3,1013.26,6.921914561540048,1.3862943611198906,0
241,12643.0,128,6,3344.64,8.11541328460481,1.9459101490553128,2
242,12644.0,130,1,477.91,6.171512688316606,0.6931471805599453,0
243,12645.0,34,4,1775.18,7.482220269767765,1.6094379124341005,2
244,12646.0,5,2,1346.97,7.206355036031724,1.0986122886681096,0
245,12647.0,22,12,3722.82,8.222505302105255,2.5649493574615367,2
246,12648.0,155,1,318.05,5.765347830314356,0.6931471805599453,1
247,12649.0,107,3,623.51,6.4369673422476765,1.3862943611198906,0
248,12650.0,3,1,314.44,5.753968489569372,0.6931471805599453,0
249,12651.0,335,1,114.0,4.74493212836325,0.6931471805599453,1
250,12652.0,331,1,919.98,6.82543832049292,0.6931471805599453,1
251,12653.0,149,2,2209.85,7.701132335950876,1.0986122886681096,0
252,12654.0,11,5,601.98,6.401884028681278,1.791759469228055,0
253,12656.0,17,5,4051.17,8.30700781907883,1.791759469228055,2
254,12657.0,11,4,1643.18,7.4049970586737315,1.6094379124341005,2
255,12658.0,19,1,686.05,6.532407069777784,0.6931471805599453,0
256,12659.0,30,1,91.68,4.529152699564175,0.6931471805599453,0
257,12660.0,11,1,245.1,5.50573795739701,0.6931471805599453,0
258,12662.0,1,11,3849.78,8.256031004164345,2.4849066497880004,2
259,12664.0,8,9,4881.88,8.49349048870337,2.302585092994046,2
260,12665.0,325,1,63.0,4.158883083359672,0.6931471805599453,1
261,12667.0,58,1,620.13,6.431540399799522,0.6931471805599453,0
262,12668.0,12,4,3807.15,8.244898785891763,1.6094379124341005,2
263,12669.0,151,3,2744.03,7.917547282845659,1.3862943611198906,2
264,12670.0,10,5,2996.05,8.005383750527514,1.791759469228055,2
265,12672.0,330,1,225.9,5.424509391785796,0.6931471805599453,1
266,12673.0,5,2,610.52,6.415947661051908,1.0986122886681096,0
267,12674.0,39,4,1970.6,7.586600674831223,1.6094379124341005,2
268,12676.0,25,6,1331.39,7.194729601037682,1.9459101490553128,2
269,12678.0,42,12,17628.46,9.7773266453142,2.5649493574615367,2
270,12679.0,59,4,1113.02,7.015730373647435,1.6094379124341005,0
271,12680.0,1,4,880.81,6.781976613299544,1.6094379124341005,0
272,12681.0,15,22,13787.54,9.531593091360708,3.1354942159291497,2
273,12682.0,4,31,12288.22,9.416477734313304,3.4657359027997265,2
274,12683.0,4,15,8476.57,9.045179131116988,2.772588722239781,2
275,12684.0,8,7,2283.63,7.733959364615189,2.079441541679836,2
276,12685.0,28,6,2863.08,7.960002460651312,1.9459101490553128,2
277,12686.0,372,1,89.14,4.501364017262502,0.6931471805599453,1
278,12688.0,114,1,4873.81,8.491836408313453,0.6931471805599453,0
279,12689.0,26,2,1247.61,7.1297862115656185,1.0986122886681096,0
280,12690.0,206,1,389.01,5.966172379820607,0.6931471805599453,1
281,12691.0,28,6,1035.8,6.94389432559801,1.9459101490553128,2
282,12693.0,127,4,855.91,6.753332895580138,1.6094379124341005,0
283,12694.0,70,2,869.67,6.769263030204804,1.0986122886681096,0
284,12695.0,7,4,582.1,6.368358698228111,1.6094379124341005,0
285,12697.0,29,3,957.59,6.865463454791294,1.3862943611198906,0
286,12700.0,8,4,4939.99,8.505320994961897,1.6094379124341005,2
287,12701.0,80,2,797.71,6.682997926190526,1.0986122886681096,0
288,12702.0,20,1,219.0,5.393627546352361,0.6931471805599453,0
289,12703.0,71,1,283.55,5.650908985049133,0.6931471805599453,0
290,12704.0,7,8,2340.84,7.758692224146705,2.19722457733622,2
291,12705.0,15,9,6868.29,8.834816031986259,2.302585092994046,2
292,12707.0,292,1,603.42,6.404269320519532,0.6931471805599453,1
293,12708.0,30,10,2712.91,7.906145678459555,2.3978952727983707,2
294,12709.0,15,15,9736.52,9.18374174409217,2.772588722239781,2
295,12710.0,97,3,1149.02,7.047534612510416,1.3862943611198906,0
296,12712.0,29,13,4396.13,8.388707334356674,2.639057329615259,2
297,12713.0,1,1,848.55,6.744706797531768,0.6931471805599453,0
298,12714.0,9,5,4708.86,8.45741346257719,1.791759469228055,2
299,12715.0,106,1,353.86,5.871723345495433,0.6931471805599453,0
300,12716.0,4,2,1053.49,6.960812516706486,1.0986122886681096,0
301,12717.0,151,2,1030.98,6.939234566008755,1.0986122886681096,0
302,12718.0,71,1,238.25,5.477509030333064,0.6931471805599453,0
303,12719.0,5,2,644.95,6.47072210140631,1.0986122886681096,0
304,12720.0,3,25,5781.73,8.662631168498326,3.258096538021482,2
305,12721.0,32,6,2656.13,7.885001871924596,1.9459101490553128,2
306,12722.0,85,4,997.63,6.906384339674138,1.6094379124341005,0
307,12723.0,4,5,725.07,6.587646428909592,1.791759469228055,0
308,12724.0,5,4,1031.41,6.9396511539657,1.6094379124341005,0
309,12725.0,371,1,427.8,6.060990609756592,0.6931471805599453,1
310,12726.0,28,7,2609.1,7.867143813759015,2.079441541679836,2
311,12727.0,11,7,3980.7,8.2894641427604,2.079441541679836,2
312,12728.0,71,4,836.33,6.7302182580203365,1.6094379124341005,0
313,12729.0,114,1,453.01,6.118119224230488,0.6931471805599453,0
314,12731.0,24,12,18895.91,9.846753695617958,2.5649493574615367,2
315,12732.0,180,1,236.26,5.469156586232957,0.6931471805599453,1
316,12733.0,234,1,383.95,5.953113455724059,0.6931471805599453,1
317,12734.0,353,1,110.4,4.713127327493184,0.6931471805599453,1
318,12735.0,315,2,779.5699999999999,6.660024422032584,1.0986122886681096,1
319,12736.0,333,1,234.0,5.459585514144159,0.6931471805599453,1
320,12738.0,372,1,155.35,5.05209708390385,0.6931471805599453,1
321,12739.0,78,2,1013.04,6.921697631104842,1.0986122886681096,0
322,12740.0,64,1,427.6,6.060524083039477,0.6931471805599453,0
323,12743.0,134,2,546.43,6.305234599635373,1.0986122886681096,0
324,12744.0,52,7,21279.29,9.965536571182271,2.079441541679836,2
325,12747.0,2,11,4196.01,8.342127645985029,2.4849066497880004,2
326,12748.0,1,210,33719.73,10.425868060754532,5.351858133476067,2
327,12749.0,4,5,4090.88,8.316759801128319,1.791759469228055,2
328,12750.0,129,1,275.88,5.623584199327089,0.6931471805599453,0
329,12752.0,81,1,4366.78,8.38201014985595,0.6931471805599453,0
330,12753.0,23,6,21429.39,9.972565287088774,1.9459101490553128,2
331,12754.0,236,3,3010.74,8.010273263812737,1.3862943611198906,1
332,12755.0,281,2,3811.95,8.246158446737232,1.0986122886681096,1
333,12756.0,87,1,112.07999999999998,4.72809553282539,0.6931471805599453,0
334,12757.0,16,13,7857.1,8.969300125921881,2.639057329615259,2
335,12758.0,117,2,2791.59,7.934724759609325,1.0986122886681096,0
336,12759.0,52,3,1531.44,7.334616515331031,1.3862943611198906,0
337,12762.0,8,2,1898.52,7.549356501658852,1.0986122886681096,0
338,12763.0,138,2,494.08,6.204719365671822,1.0986122886681096,0
339,12764.0,317,1,1693.88,7.435367220848186,0.6931471805599453,1
340,12766.0,4,7,6989.63,8.852325959921869,2.079441541679836,2
341,12769.0,239,1,1143.6,7.042810509975002,0.6931471805599453,1
342,12770.0,211,1,1351.45,7.209673041460572,0.6931471805599453,1
343,12772.0,60,1,892.47,6.795112758210396,0.6931471805599453,0
344,12775.0,17,5,1386.04,7.23492725912033,1.791759469228055,2
345,12778.0,20,6,822.23,6.713235627004493,1.9459101490553128,2
346,12779.0,38,8,3981.36,8.289629887368429,2.19722457733622,2
347,12781.0,64,2,826.74,6.718699095412067,1.0986122886681096,0
348,12782.0,5,5,2330.92,7.754447241564618,1.791759469228055,2
349,12783.0,2,6,2225.91,7.708370253328926,1.9459101490553128,2
350,12784.0,9,2,574.42,6.355100208942306,1.0986122886681096,0
351,12785.0,364,1,311.95,5.74604343337071,0.6931471805599453,1
352,12787.0,10,3,463.66,6.141305955347142,1.3862943611198906,0
353,12789.0,65,1,91.85,4.530985287798715,0.6931471805599453,0
354,12790.0,192,1,324.92,5.786651952478496,0.6931471805599453,1
355,12791.0,374,1,192.6,5.265794174842477,0.6931471805599453,1
356,12792.0,257,1,400.54,5.995307154825432,0.6931471805599453,1
357,12793.0,335,2,545.48,6.303497710423594,1.0986122886681096,1
358,12794.0,53,2,860.41,6.758570581561217,1.0986122886681096,0
359,12795.0,19,1,430.48,6.067221159507229,0.6931471805599453,0
360,12797.0,366,1,254.03,5.541381185297377,0.6931471805599453,1
361,12798.0,10,3,6977.04,8.85052335403181,1.3862943611198906,2
362,12802.0,187,1,427.58,6.060477418394936,0.6931471805599453,1
363,12808.0,37,3,483.65,6.183426980938617,1.3862943611198906,0
364,12809.0,178,1,489.31,6.195037844125316,0.6931471805599453,1
365,12811.0,261,3,514.85,6.245816025546385,1.3862943611198906,1
366,12812.0,45,1,229.64,5.440858053330147,0.6931471805599453,0
367,12814.0,102,1,125.92,4.843556966714995,0.6931471805599453,0
368,12815.0,148,2,1063.46,6.970222907300612,1.0986122886681096,0
369,12816.0,96,2,572.2,6.351234695954017,1.0986122886681096,0
370,12817.0,281,1,166.04,5.118233304694273,0.6931471805599453,1
371,12818.0,262,1,1542.08,7.341535698070348,0.6931471805599453,1
372,12820.0,3,4,942.34,6.849426769082011,1.6094379124341005,0
373,12821.0,214,1,92.72,4.540311613639595,0.6931471805599453,1
374,12822.0,71,2,948.88,6.856335660826602,1.0986122886681096,0
375,12823.0,75,5,1759.5,7.473353138595107,1.791759469228055,2
376,12824.0,60,1,397.12,5.986753467377863,0.6931471805599453,0
377,12826.0,3,7,1474.72,7.296901285267718,2.079441541679836,2
378,12827.0,6,3,430.15,6.066456057398334,1.3862943611198906,0
379,12828.0,3,6,1018.71,6.927273552128017,1.9459101490553128,2
380,12829.0,337,2,293.0,5.683579767338681,1.0986122886681096,1
381,12830.0,38,6,6814.64,8.826975250212882,1.9459101490553128,2
382,12831.0,262,1,215.05,5.375509862377943,0.6931471805599453,1
383,12832.0,32,2,383.03,5.950720674536128,1.0986122886681096,0
384,12833.0,145,1,417.38,6.036390110460975,0.6931471805599453,0
385,12834.0,283,1,312.38,5.747416511676263,0.6931471805599453,1
386,12836.0,59,4,2612.86,7.868583334984023,1.6094379124341005,2
387,12837.0,173,1,134.1,4.906015244966153,0.6931471805599453,1
388,12838.0,34,2,683.13,6.528147958043258,1.0986122886681096,0
389,12839.0,3,14,5591.42,8.629167388389371,2.70805020110221,2
390,12840.0,144,4,2726.77,7.911239704558553,1.6094379124341005,2
391,12841.0,5,25,4022.35,8.299870167916959,3.258096538021482,2
392,12842.0,70,2,1118.99,7.021075035677852,1.0986122886681096,0
393,12843.0,66,8,1702.26,7.440299340765267,2.19722457733622,2
394,12844.0,29,2,325.96000000000004,5.789837839256022,1.0986122886681096,0
395,12845.0,267,4,354.09,5.872371278471126,1.6094379124341005,1
396,12847.0,22,1,871.54,6.771408498297927,0.6931471805599453,0
397,12849.0,31,2,1050.89,6.958343825092948,1.0986122886681096,0
398,12851.0,97,1,135.18,4.9139775400548205,0.6931471805599453,0
399,12852.0,295,1,311.55,5.744764456377822,0.6931471805599453,1
400,12853.0,135,6,1957.1,7.579729894309281,1.9459101490553128,2
401,12854.0,79,3,1324.5,7.18954502572908,1.3862943611198906,0
